custid,gender,age,age_cat,debtinc,card,carditems,cardspent,cardtype,creddebt,commute,commutetime,card2,card2items,card2spent,card2type,marital,homeown,hometype,cars,carown,region,ed_cat,ed_years,job_cat,employ_years,emp_cat,retire,annual_income,inc_cat
0949-WPIHSN-E2W,Male,45,35-49,9.9,Visa,5,105.06,Platinum,1.22,Train/Subway,34,Mastercard,5,92.15,Platinum,Unmarried,Own,Single-family,2,Own,Zone 4,College degree,19,Managerial and Professional,4,2 to 5,No,31000.00,$25 - $49
2649-LMSFFN-EVH,Male,53,50-64,14.9,Visa,7,174.71,Gold,1.02,Carpool,23,American Express,4,138.48,Gold,Unmarried,Own,Single-family,2,Own,Zone 5,Some college,16,Sales and Office,6,6 to 10,No,35000.00,$25 - $49
1988-LLGSJP-8A5,Male,61,50-64,28.7,Discover,7,212.03,Other,5.36,Car,42,Mastercard,4,90.74,Platinum,Unmarried,Rent,Multiple-Family,2,Own,Zone 1,High school degree,13,Sales and Office,6,6 to 10,No,42000.00,$25 - $49
6841-JSSSYV-E8Q,Female,78,>65,8.5,Visa,12,169.14,Platinum,0.79,Bus,24,Mastercard,1,15.29,Other,Unmarried,Rent,Multiple-Family,1,Lease,Zone 1,College degree,19,Service,34,More than 15,Yes,23000.00,Under $25
2922-DNYEAH-PAX,Male,36,35-49,9.3,Mastercard,11,235.47,Platinum,1.9,Car,22,Discover,3,74.5,None,Unmarried,Own,Single-family,7,Own,Zone 2,College degree,19,Sales and Office,1,Less than 2,No,46000.00,$25 - $49
0867-VOMUOP-05P,Female,64,50-64,15.9,Visa,8,158.23,None,1.74,Car,39,Discover,0,0,Gold,Unmarried,Own,Single-family,5,Own,Zone 2,High school degree,14,Managerial and Professional,14,11 to 15,No,68000.00,$50 - $74
2063-NKBVFX-PD0,Male,65,>65,6.6,Visa,9,300.39,Other,4.44,Train/Subway,16,Other,3,89.08,Gold,Married,Rent,Single-family,0,N/A,Zone 5,Did not complete high school,11,Service,30,More than 15,No,102000.00,$75 - $124
8063-SFPOTJ-5EN,Male,26,25-34,21.9,Discover,14,354.09,Other,4.41,Train/Subway,23,Mastercard,7,143.01,Gold,Unmarried,Own,Single-family,1,Own,Zone 4,Post-undergraduate degree,21,Managerial and Professional,0,Less than 2,No,34000.00,$25 - $49
9405-TTUAHX-GC0,Female,24,18-24,2.8,American Express,11,454.04,Platinum,0.32,Train/Subway,19,Discover,7,231.03,Other,Married,Own,Single-family,3,Own,Zone 4,Some college,15,"Operation, Fabrication, General Labor",2,2 to 5,No,26000.00,$25 - $49
8327-RBGUNG-MBN,Female,58,50-64,6.9,Visa,10,481.52,Gold,0.2,Bus,24,Mastercard,7,319.96,Other,Unmarried,Own,Condominium/Townhouse,2,Lease,Zone 2,Did not complete high school,11,Managerial and Professional,16,More than 15,No,41000.00,$25 - $49
6624-JYEJEC-28C,Female,28,25-34,5.6,Visa,12,280.87,Gold,0.59,Carpool,20,Discover,5,73.69,None,Unmarried,Rent,Multiple-Family,1,Own,Zone 3,College degree,17,"Precision Production, Craft, Repair",3,2 to 5,No,19000.00,Under $25
6507-FJIIUT-R85,Female,69,>65,13.9,Visa,15,495.67,None,2.46,Car,26,Discover,6,233.68,Gold,Married,Own,Condominium/Townhouse,5,Own,Zone 4,High school degree,13,Managerial and Professional,15,11 to 15,No,100000.00,$75 - $124
4505-NPXUIA-TT7,Female,75,>65,13.8,Visa,9,243.19,Platinum,2.03,Car,31,Mastercard,0,0,Platinum,Unmarried,Rent,Multiple-Family,3,Own,Zone 5,High school degree,13,Sales and Office,4,2 to 5,No,29000.00,$25 - $49
0669-INIEKV-F3O,Female,58,50-64,22.9,Discover,15,857.61,Other,1.35,Car,27,Visa,7,249.46,None,Married,Own,Single-family,4,Own,Zone 3,High school degree,13,Managerial and Professional,20,More than 15,No,113000.00,$75 - $124
8506-AHNZEB-MOF,Female,51,50-64,3.2,American Express,13,491.02,Platinum,1.32,Walk,21,Discover,4,138.81,None,Unmarried,Own,Single-family,2,Own,Zone 3,Post-undergraduate degree,22,Managerial and Professional,10,6 to 10,No,78000.00,$75 - $124
8085-VDLDAZ-Z8F,Female,74,>65,11.3,American Express,10,322.41,Gold,0.92,Car,31,Discover,8,282.56,Gold,Married,Rent,Multiple-Family,4,Own,Zone 5,College degree,18,Managerial and Professional,13,11 to 15,No,79000.00,$75 - $124
6704-NIJWSN-VQ2,Female,28,25-34,7.4,American Express,8,448.59,Platinum,1.99,Carpool,21,Discover,9,799.97,Platinum,Unmarried,Own,Condominium/Townhouse,1,Own,Zone 1,Post-undergraduate degree,20,Managerial and Professional,0,Less than 2,No,61000.00,$50 - $74
0108-VXMWNR-WG6,Male,62,50-64,15.3,Mastercard,8,277.82,Platinum,29.47,Car,18,Visa,5,229.91,Gold,Unmarried,Rent,Multiple-Family,3,Own,Zone 5,Post-undergraduate degree,22,"Operation, Fabrication, General Labor",13,11 to 15,No,224000.00,$125+
2247-VCPUDZ-6VK,Female,33,25-34,8.7,Visa,7,234.16,Gold,0.73,Bicycle,25,Mastercard,6,231.45,Other,Unmarried,Own,Single-family,1,Lease,Zone 4,Some college,15,"Precision Production, Craft, Repair",7,6 to 10,No,22000.00,Under $25
2490-WECUNU-56Y,Female,47,35-49,5,Visa,14,359.23,Platinum,0.38,Car,19,Discover,4,79.14,None,Unmarried,Rent,Multiple-Family,6,Own,Zone 2,Some college,16,Sales and Office,5,2 to 5,No,31000.00,$25 - $49
3189-LIDGND-RZ6,Male,51,50-64,6.4,Discover,14,457.81,Platinum,1.43,Car,23,American Express,6,262.06,Other,Married,Own,Single-family,4,Own,Zone 4,College degree,17,"Operation, Fabrication, General Labor",19,More than 15,No,138000.00,$125+
7187-UMAGTR-ZXO,Female,52,50-64,4.3,American Express,17,831.09,Gold,1.18,Bus,15,Discover,8,289.21,Gold,Married,Own,Single-family,1,Own,Zone 2,College degree,18,Service,17,More than 15,No,104000.00,$75 - $124
2536-UDPRZF-VKA,Female,38,35-49,10,Mastercard,10,348.94,Gold,0.45,Bus,29,Other,4,116.75,Other,Married,Rent,Multiple-Family,1,Own,Zone 5,High school degree,13,Sales and Office,1,Less than 2,No,41000.00,$25 - $49
5185-RRHYJG-O66,Female,22,18-24,22.2,American Express,8,207.06,Other,4.66,Car,24,Discover,3,68.56,Gold,Married,Own,Multiple-Family,4,Own,Zone 3,High school degree,14,Managerial and Professional,1,Less than 2,No,37000.00,$25 - $49
3614-SBLBNE-4MN,Male,42,35-49,2.1,Visa,15,827.64,Other,0.09,Car,28,American Express,8,349.93,Other,Unmarried,Own,Single-family,3,Own,Zone 4,High school degree,14,"Operation, Fabrication, General Labor",11,11 to 15,No,39000.00,$25 - $49
7139-ECRLZI-XGU,Female,34,25-34,3.2,Mastercard,11,203.34,Platinum,0.39,Car,34,Visa,4,64.32,Other,Unmarried,Own,Mobile Home,2,Own,Zone 3,College degree,19,Service,6,6 to 10,No,40000.00,$25 - $49
5042-KTPWUC-WMN,Male,35,35-49,10.1,American Express,7,287.52,Gold,1.47,Car,23,Discover,4,91.49,None,Unmarried,Rent,Multiple-Family,3,Own,Zone 2,Post-undergraduate degree,21,"Operation, Fabrication, General Labor",5,2 to 5,No,30000.00,$25 - $49
8369-MBTIPE-9QA,Male,23,18-24,9.5,Discover,11,235.71,None,1.36,Car,20,Visa,4,103.31,Other,Married,Rent,Multiple-Family,5,Own,Zone 4,Did not complete high school,11,Sales and Office,2,2 to 5,No,42000.00,$25 - $49
5824-ZGVEJI-9BO,Male,46,35-49,9.3,Visa,8,313.94,None,1.84,Other non-motorized transit,37,Discover,5,196.31,Gold,Unmarried,Rent,Multiple-Family,1,Own,Zone 3,High school degree,12,Sales and Office,4,2 to 5,No,42000.00,$25 - $49
5656-ZNMXTE-KZR,Male,34,25-34,11.9,Visa,11,206.58,Platinum,1.06,Bus,21,Mastercard,5,110.37,Other,Unmarried,Rent,Multiple-Family,1,Own,Zone 3,Some college,16,"Precision Production, Craft, Repair",8,6 to 10,No,23000.00,Under $25
6408-JSHAET-T6V,Female,35,35-49,9.3,Discover,18,625.77,None,3.47,Walk,28,American Express,5,136.06,Platinum,Married,Own,Multiple-Family,0,N/A,Zone 5,Post-undergraduate degree,20,Sales and Office,1,Less than 2,No,103000.00,$75 - $124
9758-NBCVXD-AWA,Female,55,50-64,6.5,Other,9,623.76,None,0.4,Car,20,Mastercard,6,295.24,Platinum,Married,Own,Single-family,2,Own,Zone 3,Did not complete high school,10,Sales and Office,9,6 to 10,No,41000.00,$25 - $49
3678-BGOGYB-ES1,Male,33,25-34,5.9,Discover,11,457.52,Gold,1.36,Car,21,American Express,3,133.65,None,Unmarried,Own,Single-family,4,Own,Zone 4,College degree,19,Sales and Office,2,2 to 5,No,48000.00,$25 - $49
3404-PQSPTY-4AZ,Male,41,35-49,12.5,Discover,7,117.2,Platinum,0.56,Bicycle,26,Visa,7,166.03,Other,Married,Own,Condominium/Townhouse,1,Own,Zone 3,College degree,17,Service,4,2 to 5,No,49000.00,$25 - $49
0939-TKCSFT-L6M,Female,68,>65,4,Visa,9,108.5,None,0.24,Walk,23,Discover,5,51.55,None,Unmarried,Own,Single-family,1,Lease,Zone 3,High school degree,14,"Precision Production, Craft, Repair",27,More than 15,Yes,20000.00,Under $25
9334-HETXZJ-33F,Male,35,35-49,11,Discover,6,90.78,Other,0.69,Car,26,American Express,4,68.56,None,Unmarried,Rent,Single-family,4,Own,Zone 4,Post-undergraduate degree,20,Managerial and Professional,4,2 to 5,No,30000.00,$25 - $49
8233-GJIRMZ-YYB,Female,63,50-64,14.3,Other,11,349.61,Platinum,1.4,Train/Subway,24,Visa,3,112.27,Other,Married,Rent,Multiple-Family,1,Own,Zone 1,Did not complete high school,10,Sales and Office,2,2 to 5,Yes,19000.00,Under $25
9698-EEPUOH-LHZ,Male,57,50-64,7,Discover,8,200.45,None,10.74,Car,25,Visa,3,99.68,Other,Married,Own,Single-family,4,Own,Zone 4,Did not complete high school,11,"Operation, Fabrication, General Labor",32,More than 15,No,236000.00,$125+
1531-HCGTLO-7M0,Female,69,>65,6.8,Mastercard,11,470.72,Gold,2.18,Car,25,Other,4,123.64,Platinum,Married,Rent,Multiple-Family,2,Own,Zone 3,Did not complete high school,10,Managerial and Professional,21,More than 15,No,67000.00,$50 - $74
4343-WBZALK-46D,Female,31,25-34,9.7,Discover,7,144.14,Other,0.59,Car,18,Mastercard,10,270.62,Gold,Unmarried,Own,Single-family,1,Own,Zone 3,High school degree,14,"Precision Production, Craft, Repair",6,6 to 10,No,25000.00,$25 - $49
4397-VEBEME-K4H,Female,63,50-64,10.2,Mastercard,15,336.8,Platinum,0.25,Car,22,American Express,9,197.88,Gold,Unmarried,Own,Single-family,4,Lease,Zone 1,Did not complete high school,10,"Operation, Fabrication, General Labor",20,More than 15,Yes,14000.00,Under $25
2566-BDYEOQ-YR2,Female,36,35-49,15.2,Mastercard,11,304.54,None,1.98,Car,18,Discover,5,111.48,None,Unmarried,Rent,Condominium/Townhouse,5,Own,Zone 2,College degree,18,Service,9,6 to 10,No,45000.00,$25 - $49
5578-LPGUVE-NUC,Female,24,18-24,14.6,Discover,13,236.89,Platinum,3.28,Car,22,Visa,5,115.05,Gold,Married,Own,Mobile Home,3,Own,Zone 2,College degree,19,Managerial and Professional,0,Less than 2,No,30000.00,$25 - $49
8121-NIPRAQ-Q9B,Male,24,18-24,11.5,Discover,10,214.52,Platinum,0.23,Walk,26,Mastercard,7,134.21,Other,Married,Rent,Multiple-Family,1,Lease,Zone 5,Did not complete high school,11,Managerial and Professional,2,2 to 5,No,19000.00,Under $25
3197-MIEMTJ-RT2,Male,24,18-24,6.8,Visa,14,632.14,Platinum,0.15,Car,21,Mastercard,4,130.15,Gold,Unmarried,Own,Condominium/Townhouse,3,Own,Zone 5,College degree,17,Sales and Office,0,Less than 2,No,24000.00,Under $25
7274-HQGJWO-OPF,Female,48,35-49,24.5,Mastercard,9,433.87,Other,15.85,Car,34,Visa,5,217.56,Platinum,Married,Own,Single-family,2,Own,Zone 3,Post-undergraduate degree,21,Sales and Office,2,2 to 5,No,165000.00,$125+
4377-SVNMWL-PD6,Female,47,35-49,7.9,Mastercard,9,193.31,None,1.84,Other non-motorized transit,25,Other,6,117.82,None,Married,Own,Single-family,0,N/A,Zone 5,Did not complete high school,8,Service,18,More than 15,No,51000.00,$50 - $74
0762-UVOPNW-HY2,Male,63,50-64,4.7,Mastercard,10,185.05,None,0.38,Car,23,Visa,0,0,Gold,Married,Own,Condominium/Townhouse,3,Own,Zone 2,High school degree,12,Sales and Office,4,2 to 5,No,47000.00,$25 - $49
4549-PFIHSS-FNN,Male,60,50-64,13.3,Visa,10,209.44,Gold,1.89,Car,19,Mastercard,2,49.43,Other,Unmarried,Own,Single-family,3,Own,Zone 2,College degree,18,"Operation, Fabrication, General Labor",18,More than 15,Yes,26000.00,$25 - $49
9593-YUJKEA-GMP,Female,42,35-49,10.2,Discover,7,119.59,Other,0.52,Car,24,Visa,4,39.16,Other,Unmarried,Own,Single-family,3,Lease,Zone 2,Some college,16,Sales and Office,1,Less than 2,No,20000.00,Under $25
7437-HQDRCA-GOC,Female,43,35-49,6.9,Visa,10,160.89,Other,0.32,Bus,24,Mastercard,2,34.51,Gold,Married,Own,Single-family,0,N/A,Zone 3,Some college,15,"Precision Production, Craft, Repair",14,11 to 15,No,60000.00,$50 - $74
9643-NDPSTS-VDD,Male,67,>65,6.4,Mastercard,17,757.39,Other,0.38,Walk,20,Other,2,78.28,Platinum,Married,Own,Condominium/Townhouse,1,Lease,Zone 5,Did not complete high school,6,Managerial and Professional,15,11 to 15,Yes,12000.00,Under $25
9576-DLFIAH-I33,Male,27,25-34,8.4,Discover,6,164.16,Gold,2.34,Car,18,American Express,4,175.75,Platinum,Unmarried,Own,Single-family,2,Own,Zone 1,Some college,15,Sales and Office,1,Less than 2,No,69000.00,$50 - $74
6931-KRBAKK-3OD,Female,51,50-64,19.1,Mastercard,11,266.83,None,3.35,Carpool,19,Other,11,288.06,Platinum,Married,Own,Single-family,0,N/A,Zone 3,College degree,18,Agricultural and Natural Resources,13,11 to 15,No,39000.00,$25 - $49
7358-HOLJDC-BXP,Male,67,>65,5.9,Mastercard,9,315.09,Gold,0.15,Bus,28,Discover,6,171.42,None,Unmarried,Own,Single-family,2,Own,Zone 3,Did not complete high school,9,"Operation, Fabrication, General Labor",18,More than 15,No,40000.00,$25 - $49
5640-IMRESH-RVW,Female,75,>65,5.8,Visa,11,653.73,None,1.54,Car,27,Other,3,116.08,Other,Unmarried,Rent,Multiple-Family,2,Own,Zone 2,Did not complete high school,8,"Operation, Fabrication, General Labor",42,More than 15,Yes,52000.00,$50 - $74
6841-RNTYXJ-FCK,Female,69,>65,22.1,Other,11,599.61,Other,3.32,Car,24,Mastercard,5,317.88,Gold,Unmarried,Rent,Multiple-Family,3,Own,Zone 5,Did not complete high school,11,Service,32,More than 15,No,67000.00,$50 - $74
4679-UATVDO-CJT,Male,63,50-64,5.5,American Express,10,477.58,None,1.12,Walk,12,Visa,7,590.73,Platinum,Unmarried,Rent,Multiple-Family,1,Own,Zone 1,High school degree,12,Sales and Office,8,6 to 10,No,87000.00,$75 - $124
9396-TEWFMY-BZ3,Male,74,>65,23.7,Visa,11,264.49,Other,0.38,Car,24,American Express,7,149.1,None,Unmarried,Rent,Multiple-Family,2,Lease,Zone 5,Did not complete high school,10,Sales and Office,8,6 to 10,Yes,9000.00,Under $25
9127-WBQSXN-CYS,Male,68,>65,15.4,Discover,5,227.87,Gold,2.3,Car,20,American Express,6,272.6,Other,Unmarried,Rent,Multiple-Family,3,Own,Zone 3,High school degree,12,"Precision Production, Craft, Repair",39,More than 15,No,86000.00,$75 - $124
7228-EULAST-BP7,Male,56,50-64,5.1,American Express,11,1295.33,Platinum,2.27,Car,19,Visa,4,277.66,None,Married,Rent,Multiple-Family,5,Own,Zone 4,Did not complete high school,10,"Operation, Fabrication, General Labor",31,More than 15,No,141000.00,$125+
2092-TUFIRF-WFP,Male,52,50-64,5.6,American Express,7,688.41,Other,4.13,Motorcycle,30,Discover,10,898.31,Other,Married,Rent,Single-family,1,Own,Zone 5,Some college,15,Agricultural and Natural Resources,16,More than 15,No,121000.00,$75 - $124
4604-KMGBYC-R8T,Male,28,25-34,4.5,Discover,6,322.89,Other,1.23,Walk,34,American Express,10,366.88,Platinum,Unmarried,Own,Condominium/Townhouse,2,Own,Zone 5,College degree,19,"Operation, Fabrication, General Labor",2,2 to 5,No,86000.00,$75 - $124
8388-HSESXY-LG4,Male,46,35-49,12,Mastercard,10,267.75,Other,3.6,Car,22,Visa,3,87.19,Platinum,Unmarried,Rent,Multiple-Family,2,Own,Zone 4,High school degree,13,Managerial and Professional,9,6 to 10,No,68000.00,$50 - $74
9919-XFCSCR-I4R,Female,31,25-34,24.4,Mastercard,6,104.01,None,2.72,Car,17,Visa,8,109.09,Gold,Unmarried,Rent,Single-family,3,Own,Zone 2,High school degree,12,"Operation, Fabrication, General Labor",8,6 to 10,No,40000.00,$25 - $49
2280-MACNBB-DNN,Male,27,25-34,10.1,Visa,8,154.37,Platinum,1.34,Bus,23,Other,2,39.54,None,Married,Rent,Multiple-Family,0,N/A,Zone 1,Some college,15,"Operation, Fabrication, General Labor",4,2 to 5,No,23000.00,Under $25
5095-ZVZRMJ-RW7,Male,30,25-34,6.7,Other,9,382.07,Platinum,0.11,Telecommute,14,Visa,3,206.06,Other,Unmarried,Rent,Multiple-Family,0,N/A,Zone 1,College degree,17,"Precision Production, Craft, Repair",4,2 to 5,No,25000.00,$25 - $49
2527-HHGXKT-TUY,Male,74,>65,8.8,Mastercard,9,122.29,None,0.24,Carpool,29,Discover,4,77.06,None,Married,Own,Mobile Home,0,N/A,Zone 3,High school degree,12,Service,21,More than 15,Yes,11000.00,Under $25
9555-ZPUWFZ-612,Male,79,>65,18.5,Discover,11,315.9,Platinum,2.88,Carpool,21,Visa,2,44.16,Platinum,Married,Own,Single-family,0,N/A,Zone 2,Some college,16,Service,38,More than 15,Yes,32000.00,$25 - $49
2227-HEIEIP-UIV,Female,51,50-64,4.6,American Express,9,1215.8,Other,9.43,Car,29,Discover,4,591.38,None,Married,Own,Condominium/Townhouse,4,Own,Zone 2,College degree,17,Service,14,11 to 15,No,315000.00,$125+
8145-ISREAD-O9U,Male,27,25-34,19,American Express,19,610.52,None,0.61,Car,27,Mastercard,7,266.63,Other,Married,Own,Single-family,3,Own,Zone 5,College degree,18,Sales and Office,0,Less than 2,No,33000.00,$25 - $49
6624-JSIUUG-1QI,Male,64,50-64,22.8,Visa,10,441.21,Gold,7.57,Train/Subway,29,Mastercard,4,155.31,Other,Married,Rent,Multiple-Family,1,Own,Zone 3,Post-undergraduate degree,21,Sales and Office,13,11 to 15,No,63000.00,$50 - $74
8864-QJEYKC-HRG,Female,38,35-49,5.2,Visa,5,78.56,Other,0.63,Walk,25,Mastercard,4,80.82,Other,Married,Own,Single-family,1,Own,Zone 2,Did not complete high school,8,Service,10,6 to 10,No,31000.00,$25 - $49
0124-VNHDHV-64B,Male,59,50-64,9,Discover,9,123.85,Platinum,0.34,Train/Subway,22,Mastercard,2,53.06,Other,Married,Own,Single-family,0,N/A,Zone 1,High school degree,13,Sales and Office,6,6 to 10,No,31000.00,$25 - $49
8815-MJQAON-87H,Male,74,>65,4.5,Discover,17,546.92,None,0.47,Car,31,American Express,2,69.45,Other,Married,Own,Single-family,3,Own,Zone 5,High school degree,12,Sales and Office,6,6 to 10,No,50000.00,$50 - $74
8222-XWXKAQ-6HJ,Male,18,18-24,8.1,Mastercard,9,225.34,None,1.03,Other public transit,15,Discover,5,156.16,Gold,Unmarried,Rent,Multiple-Family,0,N/A,Zone 2,High school degree,12,"Precision Production, Craft, Repair",0,Less than 2,No,30000.00,$25 - $49
5637-ZCIGKO-3IN,Female,75,>65,8.4,Discover,8,156.48,None,0.53,Car,24,American Express,6,95.76,Other,Unmarried,Own,Single-family,2,Own,Zone 5,College degree,17,Sales and Office,11,11 to 15,Yes,30000.00,$25 - $49
4095-WOBDOP-1NV,Female,26,25-34,8,American Express,12,231.39,Gold,0.18,Car,31,Discover,2,31.45,None,Unmarried,Own,Mobile Home,3,Own,Zone 3,College degree,17,Managerial and Professional,1,Less than 2,No,20000.00,Under $25
6840-SVGNVT-HP8,Male,75,>65,25.4,Discover,13,711.25,Other,11.01,Car,27,Mastercard,6,286.73,Gold,Married,Own,Single-family,4,Own,Zone 2,Some college,15,Managerial and Professional,26,More than 15,No,106000.00,$75 - $124
5358-CUEXEP-PPC,Female,39,35-49,19.7,Mastercard,11,552.99,Other,6.43,Bus,19,American Express,5,193.72,Gold,Unmarried,Rent,Multiple-Family,2,Own,Zone 1,College degree,17,Sales and Office,2,2 to 5,No,69000.00,$50 - $74
1042-CGJNBW-26A,Male,47,35-49,2,Discover,7,128.95,Platinum,0.66,Car,24,Mastercard,2,48.24,None,Unmarried,Own,Condominium/Townhouse,1,Own,Zone 5,College degree,17,"Precision Production, Craft, Repair",9,6 to 10,No,81000.00,$75 - $124
8577-NBUCVN-AOC,Female,41,35-49,17.4,Discover,10,286.19,Gold,2.83,Car,18,American Express,3,86.75,None,Married,Own,Single-family,2,Own,Zone 2,Some college,15,Sales and Office,4,2 to 5,No,83000.00,$75 - $124
5987-AWHRGV-06M,Male,30,25-34,11.9,Mastercard,11,311.53,Other,0.6,Car,24,Visa,1,24.07,None,Unmarried,Rent,Multiple-Family,4,Lease,Zone 2,College degree,17,Sales and Office,1,Less than 2,No,14000.00,Under $25
5109-HZNZJJ-TXF,Female,55,50-64,11.3,Visa,10,290.83,None,11.94,Car,28,Mastercard,3,125.09,None,Married,Own,Single-family,3,Own,Zone 3,High school degree,13,Managerial and Professional,15,11 to 15,No,185000.00,$125+
3027-WMALFT-24E,Female,51,50-64,13.7,Mastercard,9,302.89,Gold,2.62,Car,15,Visa,6,183.47,Other,Married,Own,Single-family,2,Own,Zone 4,High school degree,13,"Precision Production, Craft, Repair",19,More than 15,No,84000.00,$75 - $124
1980-GVBRHK-H34,Male,28,25-34,7.5,Visa,11,300.35,Gold,0.37,Bus,31,American Express,7,175.05,Platinum,Unmarried,Own,Condominium/Townhouse,2,Own,Zone 3,High school degree,12,"Operation, Fabrication, General Labor",5,2 to 5,No,21000.00,Under $25
6198-DVIUDS-IK0,Female,23,18-24,10.2,Visa,11,426.79,Other,0.76,Car,25,Other,8,282.95,Gold,Married,Own,Single-family,4,Own,Zone 2,College degree,17,Managerial and Professional,0,Less than 2,No,35000.00,$25 - $49
2877-KERRQY-KF6,Male,50,50-64,7.3,Visa,4,190.88,None,1.27,Bus,33,Discover,5,194.02,None,Married,Rent,Multiple-Family,1,Own,Zone 1,High school degree,13,Managerial and Professional,7,6 to 10,No,119000.00,$75 - $124
3239-XNSRZG-HOV,Female,37,35-49,8.8,Visa,12,797.41,Other,0.35,Train/Subway,32,Mastercard,6,313.97,Other,Unmarried,Rent,Multiple-Family,1,Own,Zone 1,High school degree,14,Sales and Office,3,2 to 5,No,29000.00,$25 - $49
4778-JFHSOD-7MJ,Male,68,>65,18.7,Discover,16,401.62,Gold,6.13,Carpool,26,Visa,3,56.27,Other,Married,Own,Condominium/Townhouse,0,N/A,Zone 2,Some college,15,Managerial and Professional,16,More than 15,No,59000.00,$50 - $74
6058-JLIBCE-5X5,Male,67,>65,28,Mastercard,8,509.1,Gold,2.26,Car,27,Visa,6,480.64,Other,Unmarried,Rent,Multiple-Family,2,Own,Zone 4,Did not complete high school,11,Managerial and Professional,13,11 to 15,No,52000.00,$50 - $74
8181-CJGFTK-WMQ,Male,21,18-24,7.3,American Express,11,648.05,Platinum,0.72,Car,26,Discover,8,462.06,Gold,Unmarried,Own,Single-family,1,Own,Zone 3,High school degree,12,Sales and Office,0,Less than 2,No,25000.00,$25 - $49
9529-XMMXKG-NCQ,Male,28,25-34,14.4,Mastercard,11,244.84,Platinum,2.26,Car,22,Discover,7,256.93,None,Married,Rent,Single-family,3,Own,Zone 4,Did not complete high school,10,Agricultural and Natural Resources,10,6 to 10,No,34000.00,$25 - $49
8303-DNPIXO-QD5,Female,58,50-64,16.7,Visa,10,225.8,Platinum,3.09,Train/Subway,15,Discover,6,95.46,Other,Married,Own,Condominium/Townhouse,1,Own,Zone 4,Did not complete high school,11,Managerial and Professional,13,11 to 15,No,59000.00,$50 - $74
